Start date,Start time,Machine No,Machine name,Process No,Line code,Line name,Leader,Problem detail,M/E,Finish date,Finish time,Bdtime,Repair time,Number of machine,BD.time,Status(Machine),Main PIC,Where,What happened,How,Failure category,Maint.category,Implementation detail,Root cause,Countermeasure Root cause,Status (Root cause),P.I.C (RC),Main reason for long time repair,Countermeasure long time breakdown,Status (Long Time),P.I.C (LT),Diagnosis,Spare Part,Tools,Work Ability,Setting Ability,Back up
10-03-26,21:50:07,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Kittipon,Camera check pin NG,M,10-03-26,22:25:54,35,35,1,35,Completed,Chayapon,Caulking unit,Camera,Can't check pin caulking,Position NG,Setting,Check position caulking jig position NG.Adjust position jig and lock position.Set camera tool 3 point new.Test check pokayoke ok.PDT.Run machine ok,Position jig caulking NG (handle lock jig loose),Lock confirmhandle and set position tool camera new,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,5,0,0,25,5,0
11-03-26,02:50:48,CV9004,FG Dolly Lifter,-,GA,Gear Assy,Kittipon,Dolly can't move position,M,11-03-26,03:10:58,20,20,1,20,Completed,Chayapon,Dolly liftter unit,Tesminal box,Fall off,Damaged,Lock,Check  dolly can't move position.Check terminal box fall off sticky dolly.Lock position terminal box new.Test move position dolly ok,Dolly to hit,Move position terminal box outside area dolly,Completed,MT,Diagnosis,PE training on machine operation,Completed,PE,5,0,0,10,5,0
11-03-26,09:40:11,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Pakinai,Qaulity NG,M,11-03-26,10:10:07,20,20,1,20,Completed,Sunthon,Caulking unit,Camera,can't check,Position NG,Adjust,check camera check pin NG new setting camera tool check caulking new befor 1220.0mm after 1190mm ok pdt test run ok,Position jig caulking NG (handle lock jig loose),Lock confirmhandle and set position tool camera new,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,5,0,0,10,5,0
11-03-26,20:10:20,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Pakinai,Camera check jig caulking NG,M,11-03-26,20:30:14,20,20,1,20,Completed,Anantasuk,Caulking unit,Camera,Can't confirm jig,Position NG,Setting,Check position caulking jig position NG.Adjustment position jig and lock.Set camera check pin caulking new.Test check pokayoke ok.Qc keep N5 ok PDT run mc ok,Position jig caulking position NG,Lock position and check jig caulking new,Completed,MT,Work Ability,PE training on machine operation,Temporary,PE,5,0,0,10,5,0
11-03-26,21:55:35,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Washing not supply,E,11-03-26,22:30:06,35,35,1,35,Completed,Anantasuk,Washing system,Solenoid valve,Can't open supply washing,Not sure,Check,Check PLC condition supply washing Y051 not on.Check pump on ok.PDT clear memmory new.Test run mc ok,Not sure (Maker checked on Saturday but still couldn't find the cause.),PE request maker come check condition pump injection ,Temporary,PE,Spare Part,PE request maker countermeasure,Temporary,PE,20,0,0,10,5,0
12-03-26,03:10:58,CV9005,Chute Shaft P.C.D. Measurement,-,RSA,Rack Sub-Assy,Parinya,Alarm communication normal link No11 No13 error,E,12-03-26,03:25:03,15,15,1,15,Completed,Anantasuk,Communication link system,Cable,Communication connect error,Abrasion,Keep,Check cable communication link have abrasion.PE Check spare not have.Keep cable position new.PE request working line.PE request maker check cable,Cable link abrasion (But haven't changed it yet because PE checked the cable and there's none available.),Add plan CM change new cable link,Completed,MT,Spare Part,Order spare part cable link,Completed,PE,5,10,0,5,0,0
12-03-26,08:00:11,PR9074,"Pre Assembly & S/H P/S 
Bearing Press-fit",70,SA,Sensor Assy,Suthin,Pokayoke check oring NG,M,12-03-26,09:00:03,60,60,1,60,Completed,Jakkrit,pokayoke check oring unit,bushing wear,can't check oring,Position NG,Repair,check pokayoke check NG check ok <check not have oring mc not> check bush check oring wear check spear part not have temporary adjustsensor check oring have oring not have on off ok,,,,,,,,,,,,,,
12-03-26,10:20:59,KJ9135-1,Sensor Sub-Assy Tightening,60,GSA,Gear Sub-Assy,Anukun,camera check oring NG,E,12-03-26,10:35:27,15,15,1,15,Completed,Jakkrit,Camera unit,not sure,can't check,Abnormal,Setting,"check camera check NG check tool wave washer check abnormal add tool master ok ng wave washer
and oring test check confirm camera wave washer and oring ok test run ok",Camera check confirm o-ring and wave washer NG,"Add master OK,NG",Completed,MT,Work Ability,Training on machine operation,Completed,PE,0,0,0,0,15,0
12-03-26,21:20:23,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,Jarurot,Alarm quenchine st upper stock up/down,M,13-03-26,02:20:25,230,230,1,230,Completed,Thitinon,Upper stock up/down unit,Magnetic sensor,Can't auto start,Position NG,Setting,Check cylinder up/down and check support magnetic and check gap magnetic sensor and take off support and modify and setting position support and setting zaro magnetic ok,Position magnetic NG,Add plan modify support magnetic new,,MT,Work Ability,Make JI Set zero position magnect sensor,Completed,MT,30,30,0,160,10,0
13-03-26,00:35:26,MX9022,DMC Laser Marking,10,RH1,Housing Assy No.1,Anukun,Camera check position housing NG,E,13-03-26,00:55:44,20,20,1,20,Completed,Apisit,Camera unit,Camera,Can't check,Position NG,Adjust,"1. Check condition camera ok
2. Check confirm jig table ok
3. Check position camera NG (Model 581D LHD)
4. Adjust tool camera ok
5. Test run machine ok",Tool position check NG (Setting not good) ,PE setting camera tool new ,Completed,PE,Work Ability,PE cut out process camera check (Deactivate this process),Completed,PE,0,0,0,0,20,0
13-03-26,22:00:28,KJ9138-1,Bellows Assembly & Clip Assembly,120,GA,Gear Assy,Pakinai,Jig check clip not smooth L side,M,13-03-26,22:10:07,10,10,1,10,Completed,Thitinon,Jig check clip unit,Jig check clip,Not smooth,Wear,Switching,"Check clip lock boot and check jig check clip lock r,l and switch jig check clip locl r,l and test run machine ok",PDT Request check clip unsmooth,PE checked the tool clamp torque.,Completed,PE,Diagnosis,PE training on machine operation,Completed,PE,10,0,0,0,0,0
14-03-26,11:25:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Anukun,Can't check work NG,E,14-03-26,11:30:03,5,5,1,5,Completed,Jakkrit,sensor check work NG,photo sensor,can't check,Cut,Change,cheok ck photo sensor check work NG cut change new photo sensor ok test on off ok,Photo sensor cut ( PDT mistake ),"Notify via PDT when moving the NG work rack, you should be careful of the sensor cable",Completed,PDT,Diagnosis,Request PDT to be careful when sliding NG rail,Completed,PDT,0,0,0,5,0,0
14-03-26,12:45:20,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Machine not home position,M,14-03-26,13:50:32,65,65,1,65,Completed,Jakkrit  P.,Station 3 unit,Nut,Not home position,Loose,Lock,"1. Check jig station 3 not home position
2. Check nut lock bearing for jig loose
3. Lock confirm nut ok
4. Home position machine ok",Nut lock bearing loose (Lock nut not good),Lock confirm nut,Completed,MT,Work Ability,Request maker re-tightening nut all station,On process,PE,5,0,0,60,0,0
14-03-26,21:50:08,KJ9138-1,Bellows Assembly & Clip Assembly,120,GA,Gear Assy,Kittipon,Jig check clip not smooth R side,M,14-03-26,23:30:27,100,100,1,100,Completed,Apisit,Jig check clip unit,Jig check clip,Not smooth,Not sure,Alternate ,"1. Confirm jig check clip L,R ok
2.  PE check confirm value tool clamp ok spec
3. QC confirm clip ok
4. Test alternate jig check clip L,R
5. Test run ok  ",Not sure,"PE,QC  analysis the root cause",Temporary,PE,Diagnosis,"PE,QC  analysis the root cause",Temporary,PE,20,0,0,60,20,0
15-03-26,02:20:02,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Machine running remain,M,15-03-26,04:00:03,150,150,1,150,Completed,Anuntasuk,Station 2,Pulley,Air blow time over,Loose,Adjust,"1. Check confirm washing and check confirm ST air blow 
2. Test origin position machine ok
3. Check proximity sensor confirm rotation not on
4. Check pulley loose (Coupling loose)
5. Lock coupling and adjust position pulley
6. Test run ok ok",Bolt lock coupling loose (Design not good),Request maker design coupling new,Completed,PE,Work Ability,PE request maker countermeasure,Completed,PE,20,0,0,40,30,0
16-03-26,12:50:35,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,Jarurot,Alarm discharge ST workpiece extaction detection error,M,16-03-26,13:15:43,25,25,1,25,Completed,Jakkrit,discharge st unit,stoper,not rotation,Abnormal,Adjust,check discharge st unit not rotation check stopper abnormal test adjust stopper up ok test run ok,Alignment discharge station NG (After maker modify discharge station),Adjust alignment discharge station,Completed,MT,Diagnosis,PE Training: How the machinery works.,Temporary,PE,10,0,0,10,5,0
17-03-26,02:50:46,WM9060,Washing & Air blow,90,PS,Pinion Machining,Akapong,Can't auto start,M,17-03-26,03:00:10,10,10,1,10,Completed,Chayapon,Tank washing unit,Bolt  lock jig support,Can't auto start,Cut,Change ,Check jig support and take off jig support and teke off bolt lock jig and change new bolt lock jig and trst run machine ok,PDT tightening lock bolt broken,Request PDT use too torque,Completed,MT,Diagnosis,Training PDT tightenning ,Completed,MT,0,0,0,10,0,0
17-03-26,08:00:48,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Anukun,Alarm lower holder down feeding mistake,E,17-03-26,08:10:53,10,10,1,10,Completed,Jakkrit,sensor check mout bush,photo sensor,can't check,Position NG,Adjust,check photo sensor check mout bush on remain adjust amp sensor check mount bush befor 30 affter 20,Photo sensor signal detection NG,Adjust position detection and lock position new,Completed,MT,Diagnosis,Make JI to adjust the detection sensor range.,Completed,MT,5,0,0,5,0,0
17-03-26,09:00:02,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Kittipon,Qaulity NG,M,17-03-26,09:30:08,30,30,1,30,Completed,Jakkrit  P.,Caulking unit,pin,can't lock,Broken,Change,check pin caulking broken change new pin caulking ok test run check caulking ok,Position caulking,PM check position pin,Completed,MT,Work Ability,Make trouble shooting,Completed,MT,5,0,0,20,5,0
17-03-26,15:05:45,MX9020,Brushing And Back Side Buffing,160,RB,Rack Machining,Jarurot,Alarm discharge st workpiece not awired,M,17-03-26,19:20:26,235,235,1,235,Completed,Jakkrit,support roller unit,support,can't rotation,Bend,Modify,Check support roller transfer bend new Modify support roller ok test trans advant ok,Support roller bend,Adjust alignment roller rotation new,,MT,Spare Part,Order spare part support roller,Temporary,PE,10,30,0,190,5,0
17-03-26,21:15:56,MX9020,Brushing And Back Side Buffing,160,RB,Rack Machining,Jarurot,Alarm upper limit of surface dataction off,M,17-03-26,22:10:05,55,55,1,55,Completed,Anuntasuk,Rotation unit,Belt motor,Not rotation,Loose,Change,Check alarm machine and check confirm condition buffing and change new belt motor and test run machine ok,Belt loose,,,,,,,,,,,,,
18-03-26,19:55:00,RB9000,"Robot for Teeth Skiving-O.D. 
Grinding Machine",-,PS,Pinion Machining,Akapong,Safety door lock erorr,E,18-03-26,20:45:51,45,45,1,45,Completed,Apisit,Safety door unir,Key lock safety door,"Can't master on, Safety door not lock",Short circuit,Repair,check confirm alarm safeety door > check safety door not lock > repair safety door >test lock safety door ok test master on ok,Safety door sensor short circuit,Set position safety door new.,Completed,MT,Work Ability,PE Training: How the machinery works.,Completed,PE,10,0,0,30,5,0
19-03-26,01:50:51,MX9021,DMC Leser Marking,10,PS,Pinion Machining,Akapong,Alarm pm18 work-out load cipper fault,M,19-03-26,01:55:05,5,5,1,5,Completed,Thitinon,IaI robo pm 18,Jig cipper,Jig cipper can't unclamp,Dirty,Cleaning,check condnition machhing ok > check step jig cipper can't unclamp >check jig cipper unit jig  dirty >cleaning jig cipper unit test ok,jig cipper dirty,Request PDT cleaning gripper clamp,Completed,PDT,Diagnosis,PE Training: How the machinery works.,Completed,PE,0,0,0,5,0,0
19-03-26,13:40:31,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,Jarurot,Alarm quenching ST heating time lower limit,M,19-03-26,14:50:56,60,60,1,60,Completed,Jakkrit,Quenching station unit,Air cylinder,Down slow,Not sure,Adjust,check alrmm quenching st heating time lower limit check quenching st center chuck down slow check solenoise valve abnormal test change test run NG return test adjust air cylider,Alignment cylinder center up down NG,Check and adjust alignment cylinder center up down new,Completed,MT,Diagnosis,Perform a JI (Work Order) on this problem.,Completed,MT,30,0,0,30,0,0
20-03-26,15:40:00,LA9068,Ends Machining,20,RB,Rack Machining,Ekachai,Alarm lack of material,M,20-03-26,16:00:00,20,20,1,20,Completed,Chaiwat T.,Transfer loader part clamp unit,Bolt lock support proximity sensor,Loose,Broken,Change,"1. Check proximity sensor part confirm not on
2. Check support proximity sensor loose
3. Check bolt lock support broken 
4. Change new and modify bolt lock support M3 to M5
5. Adjust position proximity sensor and test run ok",Bolt lock support proximity sensor broken (Design bolt lock support not good),Modify bolt lock support (From M3 to M5),Completed,MT,Spare Part,Design bolt lock support new,Completed,MT,5,5,0,10,0,0
20-03-26,19:30:04,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,Jarurot,Alarm tempering ST workpiece left,E,20-03-26,21:30:23,120,120,1,120,Completed,Thitinon K.,Tempering station unit,Cable IAI,Running remain,Cut,Repair,"1. Check tempering station up-down running remain
2. Check amp IAI (RM3) error
3. Check cable IAI (RM3) cut
4. Check spare part not have
5. Repair cable IAI (ตัดย้ำกลางสาย)
6. Test run machine ok
7. QC check data N=1 ok",Cable IAI cut (Cable abrasion to drage chain),Keep cable new,Completed,MT,Spare Part,Add stock spare part (IAI cable),Completed,PE,30,20,0,55,15,0
20-03-26,23:00:33,WM9059,Washing & Air blow,180,RB,Rack Machining,Jarurot,Center shake not unclamp,M,20-03-26,23:10:05,10,10,1,10,Completed,Anuntasak K.,Center shake unit,Cylinder,Not unclamp,Sticky,Cleaning,"1. Check center part clamp not clamp
2. Check confirm solenoid valve of cylinder part clamp ok
3. Check cylinder part clamp sticky
4. Cleaning cylider part clamp
5. Test run ok",Cylinder part clamp sticky (No lubricant supply),Cleaning cylinder,Completed,MT,Work Ability,Install air service unit (Air dryer and air lubricant),Temporary,MT,4,0,0,6,0,0
23-03-26,08:20:04,HT9007,Induction Heat Treatment,30,PS,Pinion Machining,Narongsak,Camera DMC error,E,23-03-26,09:15:00,55,55,1,55,Completed,Thitinon K.,Station 1 ,DMC code reader,Can't reading ,Loose,Lock,"1. Check DMC code reader alarm E7 PLC link 
2. Check connector DMC code reder loose
3. Lock connector DMC code reader
4. Setting DMC reading ok
5. Test run auto machine ok",Connector DMC code reader loose,Lock confirm connector DMC all point,Completed,MT,Diagnosis,Make JI alarm code DMC,Completed,MT,30,0,0,15,10,0
23-03-26,11:20:00,HT9007,Induction Hardening and Tempering,30,PS,Pinion Machining,Akapong,Camera DMC error,E,23-03-26,12:50:00,30,30,1,30,Completed,Thitinon K.,Station 1,Lan cable,Can't communication,Cut,Change,"1.Check LAN cable DMC unit not connect DMC to PLC
2. Wire cable LAN cut
3. Change new wire cable LAN
4.Power off on machine and test DMC ok
5.PDT run machine ok
",PDTมาติดตั้ง Coverที่ตัว DMC แล้วจับสาย LAN โยกหลบไปมาทำให้สายLANขาด,Change new LAN and keep position LAN new,Completed,MT,Diagnosis,Make JI alarm code DMC,Completed,MT,15,2,0,10,3,0
23-03-26,22:45:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,Alarm SR-X reading erroe,E,23-03-26,23:00:00,15,15,1,15,Completed,Sunthorn S.,Washing system,DMC code reader,Can't reading,Error,Check,"1. Check DMC error
2. Confirm cable DMC ok
3. Confirm position DMC ok
4. Test power off and power on machine new ok
5. PDT run machine ok",Not sure,PE request maker check cord error DMC,Temporary,PE,Diagnosis,PE training DMC system to MNT,Temporary,PE,13,0,0,0,2,0
25-03-26,08:00:00,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Anukun,Alarm upper chuck picking up mistake,E,25-03-26,08:30:00,30,30,1,30,Completed,Chayapol J.,Mount bush up-down unit,Fiberoptic sensor,On remain,Position NG,Adjust,"1.Check fiberoptic sensor check mount bush on remain
2.Cleanng lens sensor check mount bush and test (on remain)
3.Check position fiberoptic sensor ok
4. Adjust Amp fiberoptic sensor new
5. Test on off signal ok
6.PDT run machine ok",Signal fiberoptic sensor detection NG,Change new fiberoptic sensor,Temporary,MT,Diagnosis,Add plan change new fiberoptic sensor,Temporary,MT,15,0,0,10,5,0
26-03-26,10:00:00,KJ9139-1,"OBJ Assembly & Label Attachment, Visual Ins",140,GA,Gear Assy,Pakinai,Can't check left OBJ,E,26-03-26,10:10:00,10,10,1,10,Completed,Thitinon K.,OBJ assembly unit,Jig set OBJ,Can't setting OBJ,PDT mistake,Change,"1.Check confirm sensor check left OBJ not on
2.Check confirm jig setting L abnormal(PDT setting mistake)
3.Request PDT change setting jig OBJ new
4.Test run machine ok",PDT setting jig mistake,Request PDT Make JI change jig,Completed,PDT,Work Ability,PDT make JI change and setting jig OBJ,Completed,PDT,10,0,0,0,0,0
27-03-26,08:00:00,ME9084,"Yoke clearance adjustment 
and yoke plug caulking",30,GA,Gear Assy,Pakinai,Qaulity NG,M  ,27-03-26,09:30:00,90,40,1,90,Completed,Anuntasak K.,Plug caulking unit,Stopper ,Position caulking NG,Not sure,Adjust,"1. Check confirm jig caulking abnormal
2. Setting jig caulking new (Test NG)
3. Test jig master ok
4. Check confirm position palate ok
5. Check position stopper cylinder caulking advance return 
6. Adjust position stopper cylinder new
7. PE adjust position servo before856.4mm After 857.4mm
8. PDT test run machine ok
9. QC and PDT check quality ok",Not sure,PE monitering machine find the cause,Temporary,PE,Work Ability,PE monitering machine find the cause,Temporary,PE,5,0,0,30,5,0
